author,year,N,n_exp,n_ctrl,analysis_n,design_family,region,country,income_status,outcome_name,outcome_type,cognitive_outcome,mental_health_outcome,brain_outcome,behavioral_outcome,predictor_category,d_computed,d_se,transformed_effect_type,original_effect_size,effect_size_type_orig,es_pool,conversion_method,effect_size_SE,QC_flag,analysis_family
Makizako,2019,54.0,26.0,28.0,7,observational,Asia,Japan,high income,immediate logical memory,continuous,yes,no,no,no,,-0.397413,0.275024,Cohen's d,-0.397413,"Cohen's d (between-group, Horticulture vs Control post-test)",d_direct,d_direct,0.275024,MANUAL_REVIEW,d_direct
Makizako,2019,54.0,26.0,28.0,8,observational,Asia,Japan,high income,delayed logical memory,continuous,yes,no,no,no,,-0.153846,0.272754,Cohen's d,-0.153846,"Cohen's d (between-group, Horticulture vs Control post-test)",d_direct,d_direct,0.272754,MANUAL_REVIEW,d_direct
Makizako,2019,54.0,26.0,28.0,9,observational,Asia,Japan,high income,immedate word list memory,continuous,yes,no,no,no,,-0.5322,0.277125,Cohen's d,-0.5322,"Cohen's d (between-group, Horticulture vs Control post-test)",d_direct,d_direct,0.277125,MANUAL_REVIEW,d_direct
Makizako,2019,54.0,26.0,28.0,10,observational,Asia,Japan,high income,delayed word list memory,continuous,yes,no,no,no,,-0.758473,0.281962,Cohen's d,-0.758473,"Cohen's d (between-group, Horticulture vs Control post-test)",d_direct,d_direct,0.281962,MANUAL_REVIEW,d_direct
Stigsdotter,2018,84.0,39.0,37.0,1,observational,Europe,Denmark,high income,perceived general well-being,continuous,no,yes,no,no,,0.24952335514317,0.110794261948558,Cohen's d,0.24952335514317,"Cohen's d_z (within, from F via partial eta-squared)",d_converted,d_derived_from_partial_eta-squared),0.110794261948558,MANUAL_REVIEW,d_converted
Stigsdotter,2018,84.0,39.0,37.0,2,observational,Europe,Denmark,high income,perceived general well-being,continuous,no,yes,no,no,,0.249523,0.110794,Cohen's d,0.249523,"Cohen's d_z (within, converted from omega-squared)",d_converted,d_derived_from_omega-squared),0.110794,MANUAL_REVIEW,d_converted
Olafsdottir,2018,90.0,30.0,30.0,1,observational,Europe,Iceland,high income,cortisol levels,continuous,no,no,no,no,,0.6666666666666667,0.21659542988464364,Cohen's d,0.1,Partial eta-squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2_partial],,MANUAL_REVIEW,d_from_eta2
Olafsdottir,2018,90.0,30.0,30.0,2,observational,Europe,Iceland,high income,hr & hrv,continuous,no,no,no,no,,0.5897678246195885,0.2153527608232662,Cohen's d,0.08,Partial eta-squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2_partial],,MANUAL_REVIEW,d_from_eta2
Giannopoulou,2006,17.0,17.0,,1,quasi-experimental,Europe,Greece,high income,ptsd symptoms total (cries-13),continuous,no,yes,no,no,,6.0633906259,1.0677726389,Cohen's d,6.0633906259,"Cohen's d_z (within, from pairwise t = Mean Diff/SE)",d_converted,d_derived_from_pairwise_t_=_Mean_Diff/SE),1.0677726389,,d_converted
Giannopoulou,2006,17.0,17.0,,2,quasi-experimental,Europe,Greece,high income,ptsd intrusion symptoms (cries-13),continuous,no,yes,no,no,,2.4286337588,0.4819769928,Cohen's d,2.4286337588,"Cohen's d_z (within, from pairwise t = Mean Diff/SE)",d_converted,d_derived_from_pairwise_t_=_Mean_Diff/SE),0.4819769928,,d_converted
Giannopoulou,2006,17.0,17.0,,3,quasi-experimental,Europe,Greece,high income,ptsd avoidance symptoms (cries-13),continuous,no,yes,no,no,,2.4590417538,0.4864906246,Cohen's d,2.4590417538,"Cohen's d_z (within, from pairwise t = Mean Diff/SE)",d_converted,d_derived_from_pairwise_t_=_Mean_Diff/SE),0.4864906246,,d_converted
Giannopoulou,2006,17.0,17.0,,4,quasi-experimental,Europe,Greece,high income,ptsd arousal symptoms (cries-13),continuous,no,yes,no,no,,2.9437761489,0.5600897516,Cohen's d,2.9437761489,"Cohen's d_z (within, from pairwise t = Mean Diff/SE)",d_converted,d_derived_from_pairwise_t_=_Mean_Diff/SE),0.5600897516,,d_converted
Giannopoulou,2006,17.0,17.0,,5,quasi-experimental,Europe,Greece,high income,depression (dsrs),continuous,no,yes,no,no,,2.169531002,0.4441404378,Cohen's d,2.169531002,"Cohen's d_z (within, from pairwise t = Mean Diff/SE)",d_converted,d_derived_from_pairwise_t_=_Mean_Diff/SE),0.4441404378,,d_converted
Giannopoulou,2006,17.0,17.0,,6,quasi-experimental,Europe,Greece,high income,psychosocial functioning (sdq impact),continuous,no,yes,no,no,,3.2569069648,0.6089393618,Cohen's d,3.2569069648,"Cohen's d_z (within, from pairwise t = Mean Diff/SE)",d_converted,d_derived_from_pairwise_t_=_Mean_Diff/SE),0.6089393618,,d_converted
Gotink,2016,29.0,29.0,29.0,5,observational,Europe,Netherlands,high income,depression,continuous,no,yes,no,no,,0.27,0.267857142857143,Cohen's d,0.27,Cohen's d,d_direct,d_direct,0.267857142857143,MANUAL_REVIEW,d_direct
Gotink,2016,29.0,29.0,29.0,6,observational,Europe,Netherlands,high income,anxiety,continuous,no,yes,no,no,,0.45,0.270408163265306,Cohen's d,0.45,Cohen's d,d_direct,d_direct,0.270408163265306,MANUAL_REVIEW,d_direct
Gotink,2016,29.0,29.0,29.0,7,observational,Europe,Netherlands,high income,stress,continuous,no,yes,no,no,,0.49,0.272959183673469,Cohen's d,0.49,Cohen's d,d_direct,d_direct,0.272959183673469,MANUAL_REVIEW,d_direct
Gotink,2016,29.0,29.0,29.0,8,observational,Europe,Netherlands,high income,brooding,continuous,no,yes,no,no,,0.53,0.271938775510204,Cohen's d,0.53,Cohen's d,d_direct,d_direct,0.271938775510204,MANUAL_REVIEW,d_direct
Gotink,2016,29.0,29.0,29.0,9,observational,Europe,Netherlands,high income,mindfulness decentering,continuous,no,yes,no,no,,0.53,0.271683673469388,Cohen's d,0.53,Cohen's d,d_direct,d_direct,0.271683673469388,MANUAL_REVIEW,d_direct
Gotink,2016,29.0,29.0,29.0,10,observational,Europe,Netherlands,high income,mindfulness curiosity,continuous,no,yes,no,no,,0.2,0.267857142857143,Cohen's d,0.2,Cohen's d,d_direct,d_direct,0.267857142857143,MANUAL_REVIEW,d_direct
Vujcic,2017,30.0,16.0,14.0,1,observational,Europe,Serbia,upper-middle income,depression,binary,no,yes,no,no,,0.392029,0.369446,Cohen's d,0.392029,Cohen's d (from eta²),d_converted,d_derived_from_eta²),0.369446,OK,d_converted
Vujcic,2017,30.0,16.0,14.0,2,observational,Europe,Serbia,upper-middle income,anxiety,binary,no,yes,no,no,,0.418766,0.369934,Cohen's d,0.418766,Cohen's d (from eta²),d_converted,d_derived_from_eta²),0.369934,OK,d_converted
Vujcic,2017,30.0,16.0,14.0,3,observational,Europe,Serbia,upper-middle income,stress,binary,no,yes,no,no,,0.882594,0.38329,Cohen's d,0.882594,Cohen's d (from eta²),d_converted,d_derived_from_eta²),0.38329,OK,d_converted
Zhu,2014,210.0,129.0,81.0,1,observational,Asia,China,upper-middle income,behavioral changes in intrusion and avoidance,continuous,yes,yes,no,yes,,0.473144,0.143634,Cohen's d,0.473144,Cohen's d (from partial eta²),d_converted,d_derived_from_partial_eta²),0.143634,OK,d_converted
Zhu,2014,210.0,129.0,81.0,2,observational,Asia,China,upper-middle income,behavioral changes in arousal,continuous,yes,yes,no,yes,,0.255031,0.142311,Cohen's d,0.255031,Cohen's d (from partial eta²),d_converted,d_derived_from_partial_eta²),0.142311,OK,d_converted
Zhu,2014,80.0,41.0,39.0,3,quasi-experimental,Asia,China,upper-middle income,salivary cortisol (physiological stress marker),continuous,no,yes,no,no,,0.589768,0.228485,Cohen's d,0.589768,Cohen's d (from partial eta²),d_converted,d_derived_from_partial_eta²),0.228485,,d_converted
Vujcic,2017,30.0,16.0,14.0,1,RCT,Europe,Serbia,upper-middle income,dass21 depression,continuous self-report symptom score,no,yes,no,no,,1.1177405029885055,0.392626706342912,Cohen's d,0.238,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,2,RCT,Europe,Serbia,upper-middle income,dass21 anxiety,continuous self-report symptom score,no,yes,no,no,,1.2410343286896417,0.3987515142079118,Cohen's d,0.278,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,3,RCT,Europe,Serbia,upper-middle income,dass21 stress,continuous self-report symptom score,no,yes,no,no,,1.7656267222773698,0.4304539797783252,Cohen's d,0.438,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,4,RCT,Europe,Serbia,upper-middle income,dass21 depression,continuous self-report symptom score,no,yes,no,no,,0.39202856614926784,0.368639082678371,Cohen's d,0.037,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,5,RCT,Europe,Serbia,upper-middle income,dass21 anxiety,continuous self-report symptom score,no,yes,no,no,,0.4187664557574316,0.3691288244968966,Cohen's d,0.042,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,6,RCT,Europe,Serbia,upper-middle income,dass21 stress,continuous self-report symptom score,no,yes,no,no,,0.8825941994529564,0.38251301766319024,Cohen's d,0.163,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,7,RCT,Europe,Serbia,upper-middle income,dass21 depression,continuous self-report symptom score,no,yes,no,no,,0.31362502409359,0.36738627845311317,Cohen's d,0.024,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,8,RCT,Europe,Serbia,upper-middle income,dass21 anxiety,continuous self-report symptom score,no,yes,no,no,,0.4731435684073467,0.3702221143297007,Cohen's d,0.053,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,9,RCT,Europe,Serbia,upper-middle income,dass21 stress,continuous self-report symptom score,no,yes,no,no,,0.10970919890772572,0.3654229537655641,Cohen's d,0.003,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,10,RCT,Europe,Serbia,upper-middle income,dass21 stress,continuous self-report symptom score,no,yes,no,no,,0.8825941994529564,0.38251301766319024,Cohen's d,0.163,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,11,RCT,Europe,Serbia,upper-middle income,das_depression change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.44415287159639555,0.3696230461192259,Cohen's d,0.047,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,12,RCT,Europe,Serbia,upper-middle income,das_depression change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.0,0.3651483716701107,Cohen's d,0.0,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,13,RCT,Europe,Serbia,upper-middle income,das_depression change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.20100756305184242,0.3660693021911753,Cohen's d,0.01,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,14,RCT,Europe,Serbia,upper-middle income,das_anxiety change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.7696898744755994,0.378427062608509,Cohen's d,0.129,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,15,RCT,Europe,Serbia,upper-middle income,das_anxiety change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.5529060129926645,0.3720596963571716,Cohen's d,0.071,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,16,RCT,Europe,Serbia,upper-middle income,das_anxiety change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.7455257581307614,0.37761992920652476,Cohen's d,0.122,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,17,RCT,Europe,Serbia,upper-middle income,das_stress change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,1.0807213592461054,0.39089552432695596,Cohen's d,0.226,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,18,RCT,Europe,Serbia,upper-middle income,das_stress change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.6251234784720474,0.3739603223903349,Cohen's d,0.089,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,19,RCT,Europe,Serbia,upper-middle income,das_stress change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.40290309667086444,0.3688344458178803,Cohen's d,0.039,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,20,RCT,Europe,Serbia,upper-middle income,das_total change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.7833327198211051,0.37889334800931185,Cohen's d,0.133,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,21,RCT,Europe,Serbia,upper-middle income,das_total change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.39202856614926784,0.368639082678371,Cohen's d,0.037,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,22,RCT,Europe,Serbia,upper-middle income,das_total change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.4539811045878651,0.36982200320611036,Cohen's d,0.049,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,23,RCT,Europe,Serbia,upper-middle income,das_depression change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.2999659149007592,0.36719612266703494,Cohen's d,0.022,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,24,RCT,Europe,Serbia,upper-middle income,das_depression change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.7867259016594035,0.3790105021487268,Cohen's d,0.134,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,25,RCT,Europe,Serbia,upper-middle income,das_depression change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.08953229620716904,0.36533126593235277,Cohen's d,0.002,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,26,RCT,Europe,Serbia,upper-middle income,das_anxiety change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.31362502409359,0.36738627845311317,Cohen's d,0.024,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,27,RCT,Europe,Serbia,upper-middle income,das_anxiety change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.25503068522533534,0.3666297098892038,Cohen's d,0.016,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,28,RCT,Europe,Serbia,upper-middle income,das_anxiety change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.1553861937731012,0.3656989852600836,Cohen's d,0.006,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,29,RCT,Europe,Serbia,upper-middle income,das_stress change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.7765255596334848,0.37865974050511575,Cohen's d,0.131,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,30,RCT,Europe,Serbia,upper-middle income,das_stress change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.33316199776131794,0.36767279195756636,Cohen's d,0.027,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,31,RCT,Europe,Serbia,upper-middle income,das_stress change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.06327719971683327,0.3652397387106174,Cohen's d,0.001,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,32,RCT,Europe,Serbia,upper-middle income,das_total change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.4871223004474547,0.3705241363166782,Cohen's d,0.056,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,33,RCT,Europe,Serbia,upper-middle income,das_total change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.5185975670011058,0.3712354023280347,Cohen's d,0.063,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
Vujcic,2017,30.0,16.0,14.0,34,RCT,Europe,Serbia,upper-middle income,das_total change (post-pre),pre-post change in self-report symptom score,no,yes,no,no,,0.0,0.3651483716701107,Cohen's d,0.0,eta squared,d_from_eta2,eta2_to_d: d=2*sqrt(eta2/(1-eta2)) [se_from_N_approx] [eta2],,,d_from_eta2
